Date,C
2022-06-30,1.666481507471595
2022-07-01,1.6667376316577134
2022-07-04,1.6664073788765255
2022-07-05,1.6662417392371218
2022-07-06,1.666658596763293
2022-07-07,1.6680566230423934
2022-07-08,1.6689184579318006
2022-07-11,1.669272165737438
2022-07-12,1.6697505805286283
2022-07-13,1.6715116240440586
2022-07-14,1.673494264172329
2022-07-15,1.6745644687147392
2022-07-18,1.6739394382992987
2022-07-19,1.6715958803008553
2022-07-20,1.6687011840623283
2022-07-21,1.6666249537703897
2022-07-22,1.6669429964151146
2022-07-25,1.6703032647159848
2022-07-26,1.6762904087435586
2022-07-27,1.684175161760966
2022-07-28,1.6925240348706936
2022-07-29,1.7003801783671086
2022-08-01,1.7068427154675272
2022-08-02,1.7117152878193462
2022-08-03,1.715334042137739
2022-08-04,1.7178125735361365
2022-08-05,1.7194224331584318
2022-08-08,1.7203695245453916
2022-08-09,1.7209502315599015
2022-08-10,1.7214759353684286
2022-08-11,1.722163044290219
2022-08-12,1.723067328212954
2022-08-15,1.7239929795616649
2022-08-16,1.7248398618388805
2022-08-17,1.7255571735079611
2022-08-18,1.7262850201356699
2022-08-19,1.7269503518924172
2022-08-22,1.7276870575351335
2022-08-23,1.728500678547763
2022-08-24,1.7294200944640725
2022-08-25,1.7302554298549069
2022-08-26,1.7308813931628277
2022-08-29,1.7312169637272958
2022-08-30,1.7312388063088697
2022-08-31,1.7310101049021496
2022-09-01,1.7306532594426394
2022-09-02,1.730304397094154
2022-09-05,1.7300154188488577
2022-09-06,1.729802447406101
2022-09-07,1.7297133656776547
2022-09-08,1.7297655831485492
2022-09-09,1.7299630563362507
2022-09-12,1.730150755171037
2022-09-13,1.730108577231108
2022-09-14,1.729690552080169
2022-09-15,1.7287919015126516
2022-09-16,1.7274557071822982
2022-09-19,1.7257090067718497
2022-09-20,1.7236395035588925
2022-09-21,1.7214830172352371
2022-09-22,1.7193898301062027
2022-09-23,1.7176183764412025
2022-09-26,1.7163520321991974
2022-09-27,1.7156817666001094
2022-09-28,1.715404407243625
2022-09-29,1.7150273043129436
2022-09-30,1.7141914601506112
2022-10-03,1.7127178584313654
2022-10-04,1.7103206255644237
2022-10-05,1.7068197452685707
2022-10-06,1.7025853540305314
2022-10-07,1.6990007589198781
2022-10-10,1.697437733215483
2022-10-11,1.698217113813093
2022-10-12,1.7005474084308807
2022-10-13,1.7035162886287172
2022-10-14,1.7064279806799132
2022-10-17,1.7089207547596068
2022-10-18,1.7104918896131192
2022-10-19,1.711189655912704
2022-10-20,1.7111817320808147
2022-10-21,1.7109087639514196
2022-10-24,1.7102588708291782
2022-10-25,1.7091079834909702
2022-10-26,1.7071714481792288
2022-10-27,1.7045727325355282
2022-10-28,1.7014252393021572
2022-10-31,1.6982374000853964
2022-11-01,1.6958909522075185
2022-11-02,1.695511127263196
2022-11-03,1.6984854252360433
2022-11-04,1.7047480616239998
2022-11-07,1.7122327838069813
2022-11-08,1.718560986211127
2022-11-09,1.7222457506346565
2022-11-10,1.7240098188108517
2022-11-11,1.7245154352229406
2022-11-14,1.724547149435655
2022-11-15,1.7241996150421215
2022-11-16,1.723259112107077
2022-11-17,1.7212773676421511
2022-11-18,1.7182704851598203
2022-11-21,1.714921035038948
2022-11-22,1.7121521263589095
2022-11-23,1.7106943007760522
2022-11-24,1.710260909544492
2022-11-25,1.7103732531364682
2022-11-28,1.709857228865425
2022-11-29,1.7068688294629275
2022-11-30,1.6982989436269547
2022-12-01,1.6802925170894296
2022-12-02,1.6522728097444601
2022-12-05,1.6191362435591792
2022-12-06,1.590365118470287
2022-12-07,1.5711484334039783
2022-12-08,1.560916029851634
2022-12-09,1.5567106878516324
2022-12-12,1.5573620980224636
2022-12-13,1.5642454502122949
2022-12-14,1.5825041504557553
2022-12-15,1.6180876888843472
2022-12-16,1.6621455944818713
2022-12-19,1.6831904307471621
2022-12-20,1.6767584450076445
2022-12-21,1.6596737336853387
2022-12-22,1.658125666291407
2022-12-23,1.6680081303047174
2022-12-26,1.6774267981710242
2022-12-27,1.683568446545414
2022-12-28,1.6871001287362235
2022-12-29,1.6893969093948378
2022-12-30,1.6915631279991024
2023-01-02,1.6937319900722494
2023-01-03,1.6954945277542077
2023-01-04,1.6963647702512326
2023-01-05,1.6960308256858043
2023-01-06,1.6942871594075708
2023-01-09,1.6904114519951108
2023-01-10,1.6835829383835268
2023-01-11,1.6746557392166743
2023-01-12,1.6647272283294672
2023-01-13,1.6550013983450729
2023-01-16,1.6450972322689523
2023-01-17,1.6355533988451338
2023-01-18,1.6273900782903825
2023-01-19,1.623095735009656
2023-01-20,1.6231127111554755
2023-01-23,1.6290304156510331
2023-01-24,1.639353037974032
2023-01-25,1.6515866002224069
2023-01-26,1.6604732327248992
2023-01-27,1.6626263740859317
2023-01-30,1.6580755678201962
2023-01-31,1.648639029177709
2023-02-01,1.6366363151046925
2023-02-02,1.623427224944211
2023-02-03,1.6094977602171339
2023-02-06,1.595375824129792
2023-02-07,1.5813633342340074
2023-02-08,1.5681764525976398
2023-02-09,1.555976700158238
2023-02-10,1.5456777214806372
2023-02-13,1.5374024875666272
2023-02-14,1.5313537290220454
2023-02-15,1.5275598300523037
2023-02-16,1.5266521108803264
2023-02-17,1.5278541654713804
2023-02-20,1.5297411544305366
2023-02-21,1.5306928158103876
2023-02-22,1.5303504412003104
2023-02-23,1.5294368788563262
2023-02-24,1.52952433340939
2023-02-27,1.531880296063166
2023-02-28,1.536808883145946
2023-03-01,1.5442401944156618
2023-03-02,1.5542401851691778
2023-03-03,1.5658121229078814
2023-03-06,1.5773156643332147
2023-03-07,1.5872962583686705
2023-03-08,1.5951621418493414
2023-03-09,1.6003441063676462
2023-03-10,1.6036878880518726
2023-03-13,1.6058145151735188
2023-03-14,1.606996893252753
2023-03-15,1.6055702747640304
2023-03-16,1.6002412317417314
2023-03-17,1.5910605631489505
2023-03-20,1.5782846175105687
2023-03-21,1.5633141233475918
2023-03-22,1.5473146713350199
2023-03-23,1.5321727816847377
2023-03-24,1.5184868733146673
2023-03-27,1.5074401330122533
2023-03-28,1.4997949456505737
2023-03-29,1.4956325718552053
2023-03-30,1.4935129871380133
2023-03-31,1.49264174897462
2023-04-03,1.4930132701721257
2023-04-04,1.4944529703265623
2023-04-05,1.4962212268652724
2023-04-06,1.4978567481691385
2023-04-07,1.4985027457438085
2023-04-10,1.4972887181240442
2023-04-11,1.4939219231483216
2023-04-12,1.4904893312925547
2023-04-13,1.4890016248085889
2023-04-14,1.4901848765135706
2023-04-17,1.4940803693180158
2023-04-18,1.499735405747902
2023-04-19,1.5054720401006103
2023-04-20,1.5074686086666105
2023-04-21,1.5038159087950584
2023-04-24,1.4940234519451636
2023-04-25,1.4815927710494847
2023-04-26,1.4693628221077493
2023-04-27,1.460722957405024
2023-04-28,1.4560248800773612
2023-05-01,1.4545168627028973
2023-05-02,1.4547072209065208
2023-05-03,1.4554794109023916
2023-05-04,1.4564051778362093
2023-05-05,1.456967042813109
2023-05-08,1.45601593166303
2023-05-09,1.4525966177949465
2023-05-10,1.4462998003031389
2023-05-11,1.4380328509383957
2023-05-12,1.4298724453422835
2023-05-15,1.4236682060675534
2023-05-16,1.4203894152922922
2023-05-17,1.4195748722758819
2023-05-18,1.420431917699637
2023-05-19,1.422338291827226
2023-05-22,1.4250360672644196
2023-05-23,1.428406823307809
2023-05-24,1.4323413171261967
2023-05-25,1.4369711788448385
2023-05-26,1.442065511798237
2023-05-29,1.4475696854131472
2023-05-30,1.4534788828143947
2023-05-31,1.459114745850622
2023-06-01,1.4639962904149517
2023-06-02,1.4680704707365215
2023-06-05,1.4724883807390607
2023-06-06,1.477731688563936
2023-06-07,1.4834727057718073
2023-06-08,1.4883552259139392
2023-06-09,1.4922709880086975
2023-06-12,1.492730341914333
2023-06-13,1.4898633272588544
2023-06-14,1.4853819092916858
2023-06-15,1.483234296926786
2023-06-16,1.4843504969980177
2023-06-19,1.4859257053033357
2023-06-20,1.483959604567594
2023-06-21,1.4756105528617474
2023-06-22,1.4596816028738173
2023-06-23,1.4401714284729994
2023-06-26,1.424953799157844
2023-06-27,1.4258394163179962
2023-06-28,1.4494854644402257
2023-06-29,1.494568728388095
2023-06-30,1.548785112432082
2023-07-03,1.5993561382113757
2023-07-04,1.6365198862428316
2023-07-05,1.6614091856345514
2023-07-06,1.6768265988482565
2023-07-07,1.6871421461983587
2023-07-10,1.693007260377777
2023-07-11,1.6952444861692257
2023-07-12,1.694254220230058
2023-07-13,1.6909428268431246
2023-07-14,1.6861246151350775
2023-07-17,1.6804743135703617
2023-07-18,1.6744931239113974
2023-07-19,1.6676925920134789
2023-07-20,1.660682623863402
2023-07-21,1.6533921698376808
2023-07-24,1.6459727932211166
2023-07-25,1.6384916957050644
2023-07-26,1.6308708468531712
2023-07-27,1.6250722763602887
2023-07-28,1.6220992874182043
2023-07-31,1.6232132405560629
2023-08-01,1.6276239401055277
2023-08-02,1.6337303219649453
2023-08-03,1.6399256967782663
2023-08-04,1.6446656809904667
2023-08-07,1.6473296502638342
2023-08-08,1.647037217940018
2023-08-09,1.6441890851309244
2023-08-10,1.6397210087096044
2023-08-11,1.6349286287667473
2023-08-14,1.6312155651581473
2023-08-15,1.628392364528472
